Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic
File,"DefaultWebhook.java",7,1,6,0,1,,,,,1,1,0,7,,7,6,4,,,,7,,0,2,0,5,,84,15,63,29,26,7,,38,49,29,23,,3,,1,,,0,11,10
File,"DeleteChatPhoto.java",5,0,5,0,1,,,,,2,0,2,4,,4,4,1,,,,4,,0,0,0,4,,66,9,48,35,8,10,,21,28,22,6,,2,,1,,,0,21,5
File,"DeleteChatStickerSet.java",5,0,5,0,1,,,,,2,0,2,4,,4,4,1,,,,4,,0,0,0,4,,65,9,48,35,8,9,,21,28,22,6,,2,,1,,,0,19,5
File,"DeleteForumTopic.java",6,0,6,0,2,,,,,2,0,3,4,,4,4,2,,,,4,,0,0,0,4,,80,9,55,39,11,16,,24,32,24,8,,3,,1,,,0,29,6
File,"DeleteMessage.java",5,0,5,0,1,,,,,2,0,3,4,,4,4,2,,,,4,,0,0,0,4,,81,9,52,39,9,20,,23,30,24,6,,2,,1,,,0,38,5
File,"DeleteMyCommands.java",7,0,7,0,2,,,,,1,0,3,2,,2,2,2,,,,2,,0,0,0,2,,65,6,41,31,8,18,,20,25,20,5,,3,,1,,,0,44,4
File,"DeleteMyCommandsTest.java",8,0,8,0,1,,,,,1,0,0,3,,3,3,0,,,,3,,0,0,0,3,,41,5,32,19,14,4,,18,22,15,11,,1,,0,,,0,13,3
File,"DeleteStickerFromSet.java",5,0,5,0,2,,,,,1,0,2,2,,2,2,1,,,,2,,0,0,0,2,,47,6,36,29,5,6,,17,21,18,3,,2,,1,,,0,17,3
File,"DeleteWebhook.java",4,0,4,0,1,,,,,1,0,2,1,,1,1,1,,,,1,,0,0,0,1,,38,5,27,24,3,7,,14,16,15,1,,1,,0,,,0,26,1
File,"Dice.java",0,0,0,0,0,,,,,1,0,2,0,,0,0,2,,,,0,,0,0,0,0,,40,3,23,22,2,14,,13,14,14,0,,0,,0,,,0,61,0
File,"Document.java",8,0,5,3,1,,,,,1,0,6,2,,2,2,6,,,,2,,0,0,0,2,,88,6,46,41,8,36,,24,27,25,2,,1,,0,,,0,78,2
File,"DownloadFileCallback.java",0,0,0,0,0,,,,,1,0,0,0,,2,2,0,,,,2,,2,0,0,0,,28,2,5,4,0,21,,3,4,4,0,,0,,0,,,4,20,0
File,"DownloadFileException.java",3,0,3,0,1,,,,,1,0,0,1,,1,1,0,,,,1,,0,0,0,1,,11,1,7,4,1,3,,2,4,3,1,,1,,0,,,0,43,1
File,"EditChatInviteLink.java",7,0,7,0,2,,,,,2,0,7,5,,5,5,6,,,,5,,0,0,0,5,,116,10,85,58,22,25,,40,52,37,15,,6,,1,,,0,29,10
File,"EditForumTopic.java",8,0,8,0,2,,,,,2,0,5,4,,4,4,4,,,,4,,0,0,0,4,,106,9,69,45,18,28,,30,41,28,13,,6,,2,,,0,41,9
File,"EditGeneralForumTopic.java",6,0,6,0,2,,,,,2,0,3,4,,4,4,2,,,,4,,0,0,0,4,,80,9,55,39,11,16,,24,32,24,8,,3,,1,,,0,29,6
File,"EditMessageCaption.java",8,0,8,0,3,,,,,2,0,8,5,,5,5,7,,,,5,,0,0,0,5,,120,11,93,60,27,20,,44,58,40,18,,8,,2,,,0,22,14
File,"EditMessageLiveLocation.java",9,0,9,0,3,,,,,2,0,10,5,,5,5,9,,,,5,,0,0,0,5,,147,11,104,65,33,35,,48,64,42,22,,10,,2,,,0,34,16
File,"EditMessageMedia.java",12,0,12,0,3,,,,,4,0,6,5,,5,5,5,,,,5,,0,0,0,5,,148,14,111,63,41,24,,50,67,42,27,,7,,3,,,0,22,17
File,"EditMessageReplyMarkup.java",8,0,8,0,3,,,,,2,0,5,5,,5,5,4,,,,5,,0,0,0,5,,105,11,77,47,22,18,,34,47,31,16,,7,,2,,,0,23,13
File,"EditMessageText.java",7,0,7,0,2,,,,,2,0,9,9,,9,9,8,,,,9,,0,0,0,9,,161,15,123,71,40,26,,55,76,48,28,,9,,2,,,0,21,21
File,"EncryptedCredentials.java",0,0,0,0,0,,,,,1,0,3,0,,0,0,3,,,,0,,0,0,0,0,,39,3,26,25,3,12,,15,16,16,0,,0,,0,,,0,46,0
File,"EncryptedPassportElement.java",0,0,0,0,0,,,,,1,0,10,0,,0,0,10,,,,0,,0,0,0,0,,99,4,50,49,10,47,,31,32,32,0,,0,,0,,,0,94,0
File,"EntityType.java",2,0,2,0,1,,,,,1,0,14,1,,1,1,0,,,,1,,0,1,0,0,,70,3,20,18,14,47,,15,17,17,0,,1,,0,,,2,35,1
File,"ExponentialBackOff.java",9,0,6,4,1,,,,,2,1,5,15,,15,14,12,,,,15,,1,5,0,9,,322,35,109,44,55,178,,56,80,40,41,,6,,1,,,1,63,22
File,"ExportChatInviteLink.java",5,0,5,0,1,,,,,2,0,2,5,,5,5,1,,,,5,,0,0,0,5,,77,10,53,38,9,15,,23,31,24,7,,2,,1,,,0,28,6
File,"ExtensionTest.java",7,0,5,2,1,,,,,3,0,0,13,,13,11,3,,,,11,,5,1,0,5,,117,16,79,32,33,22,,33,47,28,19,,1,,0,,,0,28,13
File,"FakeBotSession.java",4,1,3,0,1,,,,,1,0,0,6,,6,6,0,,,,6,,0,0,0,6,,41,12,25,17,1,4,,5,12,11,1,,1,,0,,,0,16,6
File,"FakeLongPollingBot.java",4,0,4,0,1,,,,,1,0,0,5,,5,5,0,,,,5,,0,0,0,5,,39,8,27,17,3,4,,9,15,12,3,,1,,0,,,0,15,5
File,"FakeWebhook.java",4,0,3,0,1,,,,,1,0,0,7,,7,7,3,,,,7,,0,0,0,7,,49,12,33,19,6,4,,13,21,15,6,,1,,0,,,0,12,7
File,"FakeWebhook.java",4,0,4,0,1,,,,,1,0,0,6,,6,6,1,,,,6,,0,0,0,6,,44,9,31,19,5,4,,12,19,14,5,,1,,0,,,0,13,6
File,"File.java",5,0,5,1,2,,,,,1,1,4,2,,2,1,4,,,,2,,0,0,0,2,,67,6,40,32,8,22,,22,26,22,4,,2,,1,,,0,55,3
File,"Flag.java",1,0,1,0,1,,,,,1,0,0,11,,9,4,22,,,,4,,1,0,0,3,,54,9,36,31,2,9,,10,12,10,2,,1,,0,,,0,25,9
File,"ForceReplyKeyboard.java",9,0,9,0,3,,,,,1,0,3,1,,1,1,3,,,,1,,0,0,0,1,,71,4,44,36,8,23,,21,25,21,4,,3,,1,,,0,52,3
File,"ForceReplyKeyboardTest.java",10,0,10,0,1,,,,,1,0,0,4,,4,4,0,,,,4,,0,0,0,4,,60,7,49,25,29,4,,18,23,17,12,,1,,0,,,0,08,4
File,"ForumTopic.java",0,0,0,0,0,,,,,1,0,4,0,,0,0,4,,,,0,,0,0,0,0,,51,3,30,29,4,18,,17,18,18,0,,0,,0,,,0,60,0
File,"ForumTopicClosed.java",0,0,0,0,0,,,,,1,0,0,0,,0,0,0,,,,0,,0,0,0,0,,24,3,15,14,0,6,,7,8,8,0,,0,,0,,,0,40,0
File,"ForumTopicCreated.java",0,0,0,0,0,,,,,1,0,3,0,,0,0,3,,,,0,,0,0,0,0,,47,5,27,26,3,15,,15,16,16,0,,0,,0,,,0,56,0
File,"ForumTopicEdited.java",0,0,0,0,0,,,,,1,0,2,0,,0,0,2,,,,0,,0,0,0,0,,42,4,24,23,2,14,,13,14,14,0,,0,,0,,,0,58,0
File,"ForumTopicReopened.java",0,0,0,0,0,,,,,1,0,0,0,,0,0,0,,,,0,,0,0,0,0,,24,3,15,14,0,6,,7,8,8,0,,0,,0,,,0,40,0
File,"ForwardMessage.java",5,0,5,0,1,,,,,2,0,7,6,,6,6,6,,,,6,,0,0,0,6,,108,11,79,58,18,22,,36,46,35,11,,3,,1,,,0,28,8
File,"Game.java",3,0,3,0,1,,,,,1,0,6,1,,1,1,6,,,,1,,0,0,0,1,,98,6,47,44,7,45,,27,29,28,1,,1,,0,,,0,96,1
File,"GameHighScore.java",0,0,0,0,0,,,,,1,0,3,0,,0,0,3,,,,0,,0,0,0,0,,65,4,31,30,3,30,,17,18,18,0,,0,,0,,,0,97,0
File,"GeneralForumTopicHidden.java",0,0,0,0,0,,,,,1,0,0,0,,0,0,0,,,,0,,0,0,0,0,,23,2,15,14,0,6,,7,8,8,0,,0,,0,,,0,40,0
File,"GeneralForumTopicUnhidden.java",0,0,0,0,0,,,,,1,0,0,0,,0,0,0,,,,0,,0,0,0,0,,23,2,15,14,0,6,,7,8,8,0,,0,,0,,,0,40,0
File,"GetChat.java",5,0,5,0,1,,,,,2,0,2,5,,5,5,1,,,,5,,0,0,0,5,,69,10,54,39,9,6,,24,32,25,7,,2,,1,,,0,11,6
File,"GetChatAdministrators.java",5,0,5,0,1,,,,,2,0,2,5,,5,5,1,,,,5,,0,0,0,5,,75,11,55,40,9,10,,25,33,26,7,,2,,1,,,0,18,6
File,"GetChatMember.java",5,0,5,0,1,,,,,2,0,3,5,,5,5,2,,,,5,,0,0,0,5,,75,10,58,43,10,9,,26,34,27,7,,2,,1,,,0,16,6
File,"GetChatMemberCount.java",5,0,5,0,1,,,,,2,0,2,5,,5,5,1,,,,5,,0,0,0,5,,68,10,53,38,9,6,,23,31,24,7,,2,,1,,,0,11,6
File,"GetChatMemberCountTest.java",10,0,10,0,1,,,,,1,0,0,2,,2,2,0,,,,2,,0,0,0,2,,35,4,27,16,13,4,,13,16,12,7,,1,,0,,,0,15,2
File,"GetChatMenuButton.java",4,0,4,0,1,,,,,2,0,2,4,,4,4,1,,,,4,,0,0,0,4,,68,9,46,35,7,13,,22,28,23,5,,1,,0,,,0,28,4
File,"GetChatMenuButtonTest.java",13,1,12,0,2,,,,,1,0,0,5,,5,5,0,,,,5,,0,0,0,5,,90,14,72,35,42,4,,33,42,25,23,,2,,1,,,0,06,8
File,"GetCustomEmojiStickers.java",5,0,5,0,1,,,,,1,0,2,3,,3,3,1,,,,3,,0,0,0,3,,62,8,44,35,6,10,,22,27,23,4,,2,,1,,,0,23,4
File,"GetFile.java",4,0,4,0,1,,,,,1,0,2,2,,2,2,1,,,,2,,0,0,0,2,,51,6,34,29,4,12,,17,20,18,2,,1,,0,,,0,35,2
File,"GetForumTopicIconStickers.java",4,0,4,0,1,,,,,1,0,1,3,,3,3,0,,,,3,,0,0,0,3,,45,7,32,26,3,6,,15,19,17,2,,1,,0,,,0,19,3
File,"GetGameHighScores.java",7,0,7,0,2,,,,,2,0,5,5,,5,5,4,,,,5,,0,0,0,5,,118,11,78,51,20,33,,35,47,33,14,,6,,2,,,0,42,12
File,"GetMe.java",4,0,4,0,1,,,,,1,0,1,2,,2,2,0,,,,2,,0,0,0,2,,36,4,26,21,3,6,,12,15,13,2,,1,,0,,,0,23,2
File,"GetMyCommands.java",6,0,6,0,2,,,,,1,0,3,3,,3,3,2,,,,3,,0,0,0,3,,73,8,48,36,9,17,,24,30,24,6,,3,,1,,,0,35,5
File,"GetMyCommandsTest.java",10,0,10,0,1,,,,,1,0,0,3,,3,3,0,,,,3,,0,0,0,3,,48,5,39,21,21,4,,17,21,15,10,,1,,0,,,0,10,3
File,"GetMyDefaultAdministratorRights.java",4,0,4,0,1,,,,,1,0,2,2,,2,2,1,,,,2,,0,0,0,2,,52,6,33,28,4,13,,17,20,18,2,,1,,0,,,0,39,2
File,"GetMyDefaultAdministratorRightsTest.java",19,1,19,0,1,,,,,1,0,0,3,,3,3,0,,,,3,,0,0,0,3,,77,7,66,24,46,4,,30,35,17,22,,2,,1,,,0,06,4
File,"GetMyDescription.java",4,0,4,0,1,,,,,1,0,2,2,,2,2,1,,,,2,,0,0,0,2,,50,6,33,28,4,11,,17,20,18,2,,1,,0,,,0,33,2
File,"GetMyName.java",4,0,4,0,1,,,,,1,0,2,2,,2,2,1,,,,2,,0,0,0,2,,50,6,33,28,4,11,,17,20,18,2,,1,,0,,,0,33,2
File,"GetMyShortDescription.java",4,0,4,0,1,,,,,1,0,2,2,,2,2,1,,,,2,,0,0,0,2,,52,6,33,28,4,13,,17,20,18,2,,1,,0,,,0,39,2
File,"GetStickerSet.java",5,0,5,0,1,,,,,1,0,2,3,,3,3,1,,,,3,,0,0,0,3,,54,7,42,33,6,6,,20,25,21,4,,2,,1,,,0,14,4
File,"GetUpdates.java",4,0,4,0,1,,,,,1,0,5,2,,2,2,4,,,,2,,0,0,0,2,,85,8,46,41,7,31,,26,29,27,2,,1,,0,,,0,67,2
File,"GetUserProfilePhotos.java",4,0,4,0,1,,,,,1,0,4,2,,2,2,3,,,,2,,0,0,0,2,,59,6,42,37,6,12,,22,25,23,2,,1,,0,,,0,29,2
File,"GetWebhookInfo.java",4,0,4,0,1,,,,,1,0,1,2,,2,2,0,,,,2,,0,0,0,2,,40,5,27,22,3,8,,13,16,14,2,,1,,0,,,0,30,2
File,"HelpCommand.java",10,0,6,4,2,,,,,1,5,3,8,,8,3,0,,,,8,,0,0,0,8,,116,14,61,27,28,41,,29,44,27,21,,5,,3,,,0,67,14
File,"HideGeneralForumTopic.java",5,0,5,0,1,,,,,2,0,2,4,,4,4,1,,,,4,,0,0,0,4,,70,9,48,35,8,13,,21,28,22,6,,2,,1,,,0,27,5
File,"HttpConnectionSocketFactory.java",10,0,10,0,1,,,,,1,0,0,2,,2,2,0,,,,2,,0,0,0,2,,33,4,29,24,7,0,,15,18,16,7,,1,,0,,,0,00,2
File,"HttpSSLConnectionSocketFactory.java",7,0,7,0,1,,,,,1,0,0,3,,3,3,0,,,,3,,0,0,0,3,,40,6,34,27,8,0,,18,22,19,8,,1,,0,,,0,00,3
File,"IBotCommand.java",0,0,0,0,0,,,,,1,0,0,0,,3,3,0,,,,3,,3,0,0,0,,33,4,8,7,0,21,,6,7,7,0,,0,,0,,,2,63,0
File,"ICommandRegistry.java",0,0,0,0,0,,,,,1,0,0,0,,7,7,0,,,,7,,7,0,0,0,,71,10,15,14,0,46,,13,14,14,0,,0,,0,,,3,07,0
File,"IManCommand.java",0,0,0,0,0,,,,,1,0,0,0,,2,2,0,,,,2,,2,0,0,0,,21,3,5,4,0,13,,3,4,4,0,,0,,0,,,2,60,0
File,"InlineKeyboardButton.java",12,0,12,0,4,,,,,1,0,9,1,,1,1,9,,,,1,,0,0,0,1,,125,7,67,56,15,53,,38,43,37,6,,4,,1,,,0,79,4
File,"InlineKeyboardMarkup.java",11,0,11,0,4,,,,,1,0,1,1,,1,1,1,,,,1,,0,0,0,1,,53,6,41,31,6,7,,19,26,21,5,,4,,2,,,0,17,4
File,"InlineQuery.java",0,0,0,0,0,,,,,1,0,6,0,,0,0,6,,,,0,,0,0,0,0,,62,4,46,45,6,17,,26,27,27,0,,0,,0,,,0,37,0
File,"InlineQueryResult.java",0,0,0,0,0,,,,,1,0,0,0,,0,0,1,,,,0,,0,0,0,0,,23,4,12,11,1,7,,9,10,10,1,,0,,0,,,0,58,0
File,"InlineQueryResultArticle.java",8,0,6,2,1,,,,,2,0,11,10,,10,10,11,,,,10,,0,0,0,10,,167,17,127,93,31,34,,55,70,51,19,,4,,1,,,0,27,13
File,"InlineQueryResultAudio.java",18,0,18,0,6,,,,,1,0,11,1,,1,1,11,,,,1,,0,0,0,1,,99,7,83,66,22,20,,45,52,42,10,,6,,1,,,0,24,6
File,"InlineQueryResultCachedAudio.java",18,0,18,0,6,,,,,1,0,8,1,,1,1,8,,,,1,,0,0,0,1,,90,6,75,58,19,17,,40,47,37,10,,6,,1,,,0,23,6
File,"InlineQueryResultCachedDocument.java",21,0,21,0,7,,,,,1,0,10,1,,1,1,10,,,,1,,0,0,0,1,,101,7,84,64,23,20,,45,53,41,12,,7,,1,,,0,24,7
File,"InlineQueryResultCachedGif.java",21,0,21,0,7,,,,,1,0,12,1,,1,1,11,,,,1,,0,0,0,1,,104,7,90,70,25,17,,50,58,46,13,,7,,1,,,0,19,7
File,"InlineQueryResultCachedMpeg4Gif.java",18,0,18,0,6,,,,,1,0,9,1,,1,1,9,,,,1,,0,0,0,1,,92,7,78,61,20,16,,42,49,39,10,,6,,1,,,0,21,6
File,"InlineQueryResultCachedPhoto.java",18,0,18,0,6,,,,,1,0,10,1,,1,1,10,,,,1,,0,0,0,1,,94,6,81,64,21,17,,44,51,41,10,,6,,1,,,0,21,6
File,"InlineQueryResultCachedSticker.java",15,0,15,0,5,,,,,1,0,5,1,,1,1,5,,,,1,,0,0,0,1,,74,6,59,45,14,14,,30,36,28,8,,5,,1,,,0,24,5
File,"InlineQueryResultCachedVideo.java",18,0,18,0,6,,,,,1,0,10,1,,1,1,10,,,,1,,0,0,0,1,,94,6,81,64,21,17,,44,51,41,10,,6,,1,,,0,21,6
File,"InlineQueryResultCachedVoice.java",18,0,18,0,6,,,,,1,0,9,1,,1,1,9,,,,1,,0,0,0,1,,94,6,79,62,20,18,,42,49,39,10,,6,,1,,,0,23,6
File,"InlineQueryResultContact.java",8,0,7,2,2,,,,,2,0,11,10,,10,10,11,,,,10,,0,0,0,10,,174,15,132,93,34,38,,56,73,51,22,,6,,1,,,0,29,15
File,"InlineQueryResultDeserializer.java",30,1,30,0,8,,,,,21,0,0,3,,3,3,1,,,,3,,0,1,0,2,,113,8,101,17,73,4,,35,47,15,33,,21,,2,,,0,04,23
File,"InlineQueryResultDocument.java",9,0,8,2,2,,,,,2,0,14,10,,10,10,14,,,,10,,0,0,0,10,,200,17,155,107,43,42,,68,88,60,28,,9,,1,,,0,27,18
File,"InlineQueryResultGame.java",12,0,12,0,4,,,,,1,0,4,1,,1,1,4,,,,1,,0,0,0,1,,82,7,51,40,11,28,,25,30,24,6,,4,,1,,,0,55,4
File,"InlineQueryResultGif.java",9,0,8,2,2,,,,,2,0,14,7,,7,7,14,,,,7,,0,0,0,7,,165,15,131,96,35,33,,62,77,57,20,,7,,1,,,0,25,13
File,"InlineQueryResultLocation.java",9,0,8,2,2,,,,,2,0,14,10,,10,10,14,,,,10,,0,0,0,10,,208,16,151,103,43,52,,65,85,57,28,,9,,1,,,0,34,18
File,"InlineQueryResultMpeg4Gif.java",11,0,9,2,3,,,,,2,0,14,4,,4,4,14,,,,4,,0,0,0,4,,139,11,115,87,31,27,,58,70,54,16,,7,,1,,,0,23,10
File,"InlineQueryResultPhoto.java",10,0,9,2,2,,,,,2,0,14,4,,4,4,14,,,,4,,0,0,0,4,,135,10,112,87,29,27,,57,68,54,14,,6,,1,,,0,24,9
File,"InlineQueryResultVenue.java",9,0,7,2,2,,,,,2,0,15,10,,10,10,15,,,,10,,0,0,0,10,,189,17,146,107,38,41,,64,81,59,22,,6,,1,,,0,28,15
File,"InlineQueryResultVideo.java",11,0,9,2,3,,,,,2,0,15,4,,4,4,15,,,,4,,0,0,0,4,,143,11,119,91,32,28,,60,72,56,16,,7,,1,,,0,24,10
File,"InlineQueryResultVoice.java",18,0,18,0,6,,,,,1,0,10,1,,1,1,10,,,,1,,0,0,0,1,,96,6,81,64,21,19,,43,50,40,10,,6,,1,,,0,23,6
File,"InlineQueryResultsButton.java",24,4,20,0,7,,,,,1,0,3,1,,1,1,3,,,,1,,0,0,0,1,,89,11,58,39,14,20,,28,36,25,11,,7,,2,,,0,34,7
File,"InputContactMessageContent.java",9,0,9,0,3,,,,,1,0,4,1,,1,1,4,,,,1,,0,0,0,1,,59,5,47,39,8,11,,23,27,23,4,,3,,1,,,0,23,3
File,"InputFile.java",8,0,5,3,1,,,,,1,0,0,14,,14,14,5,,,,14,,0,0,0,14,,171,19,101,43,39,54,,51,70,32,38,,5,,2,,,0,53,18
File,"InputFileSerializer.java",4,0,4,0,1,,,,,1,0,0,1,,1,1,0,,,,1,,0,0,0,1,,18,3,11,8,1,4,,6,8,7,1,,1,,0,,,0,36,1
File,"InputInvoiceMessageContent.java",27,0,27,0,9,,,,,1,0,20,1,,1,1,20,,,,1,,0,0,0,1,,217,6,123,97,36,88,,65,76,60,16,,9,,1,,,0,72,9
File,"InputInvoiceMessageContentTest.java",8,0,8,0,1,,,,,1,0,0,13,,13,13,0,,,,13,,0,1,0,12,,133,17,112,60,61,4,,61,75,48,50,,1,,0,,,0,04,13
File,"InputLocationMessageContent.java",21,0,21,0,7,,,,,1,0,6,1,,1,1,6,,,,1,,0,0,0,1,,101,5,65,45,18,31,,31,39,27,12,,7,,1,,,0,48,7
File,"InputMedia.java",10,0,7,3,2,,,,,1,0,5,5,,6,6,8,,,,6,,0,0,0,6,,127,10,96,66,25,30,,52,63,43,20,,6,,2,,,0,31,10
File,"InputMediaAnimation.java",6,0,5,1,1,,,,,2,0,6,8,,8,8,5,,,,8,,0,0,0,8,,120,14,83,59,20,26,,42,52,38,14,,1,,0,,,0,31,8
File,"InputMediaAudio.java",6,0,5,1,1,,,,,2,0,5,8,,8,8,4,,,,8,,0,0,0,8,,112,14,79,56,18,22,,39,49,36,13,,1,,0,,,0,28,8
File,"InputMediaDeserializer.java",11,1,10,0,3,,,,,6,0,0,3,,3,3,1,,,,3,,0,0,0,3,,54,8,42,17,21,4,,20,25,15,11,,6,,1,,,0,10,8
File,"InputMediaDocument.java",6,0,5,1,1,,,,,2,0,3,8,,8,8,2,,,,8,,0,0,0,8,,109,14,71,50,14,24,,33,43,32,11,,1,,0,,,0,34,8
File,"InputMediaPhoto.java",4,0,4,0,1,,,,,1,0,2,5,,5,5,1,,,,5,,0,0,0,5,,67,10,47,35,8,10,,23,29,23,6,,1,,0,,,0,21,5
File,"InputMediaSerializer.java",44,1,43,0,14,,,,,1,0,0,2,,2,2,0,,,,2,,0,0,0,2,,113,6,101,23,58,6,,45,75,22,53,,27,,2,,,0,06,28
File,"InputMediaVideo.java",6,0,5,1,1,,,,,2,0,7,8,,8,8,6,,,,8,,0,0,0,8,,125,14,88,64,21,27,,44,54,40,14,,1,,0,,,0,31,8
File,"InputMessageContent.java",0,0,0,0,0,,,,,1,0,0,0,,0,0,0,,,,0,,0,0,0,0,,16,2,8,7,0,6,,5,6,6,0,,0,,0,,,0,75,0
File,"InputMessageContentDeserializer.java",14,2,11,0,3,,,,,6,0,0,3,,3,3,1,,,,3,,0,1,0,2,,62,13,44,16,20,5,,19,28,14,15,,6,,1,,,0,11,8
File,"InputSticker.java",17,4,13,0,4,,,,,1,0,4,1,,1,1,4,,,,1,,0,0,0,1,,87,12,51,39,11,24,,27,32,25,7,,4,,1,,,0,47,4
File,"InputTextMessageContent.java",9,0,9,0,3,,,,,1,0,4,1,,1,1,4,,,,1,,0,0,0,1,,74,6,48,40,8,20,,25,29,25,4,,3,,1,,,0,42,3
File,"InputVenueMessageContent.java",15,0,15,0,5,,,,,1,0,8,1,,1,1,8,,,,1,,0,0,0,1,,103,5,67,53,16,31,,33,39,31,8,,5,,1,,,0,46,5
File,"Invoice.java",0,0,0,0,0,,,,,1,0,6,0,,0,0,6,,,,0,,0,0,0,0,,52,3,36,35,6,18,,22,23,23,0,,0,,0,,,0,50,0
File,"KeyboardButton.java",29,1,28,0,13,,,,,1,0,7,1,,1,1,7,,,,1,,0,0,0,1,,133,8,75,49,26,50,,42,50,32,18,,13,,1,,,0,67,13
File,"KeyboardButtonPollType.java",3,0,3,0,1,,,,,1,0,1,1,,1,1,1,,,,1,,0,0,0,1,,44,4,27,25,1,13,,14,16,16,0,,1,,0,,,0,48,1
File,"KeyboardButtonRequestChat.java",15,0,15,0,5,,,,,1,0,9,1,,1,1,9,,,,1,,0,0,0,1,,124,6,69,55,17,49,,37,43,35,8,,5,,1,,,0,71,5
File,"KeyboardButtonRequestUser.java",6,0,6,0,2,,,,,1,0,3,1,,1,1,3,,,,1,,0,0,0,1,,66,6,40,35,5,20,,21,24,22,2,,2,,1,,,0,50,2
File,"KeyboardDeserializer.java",11,2,10,0,2,,,,,5,0,0,3,,3,3,1,,,,3,,0,1,0,2,,55,11,40,16,17,4,,18,26,14,13,,5,,1,,,0,10,7
File,"KeyboardRow.java",3,0,3,0,1,,,,,1,0,0,13,,13,12,0,,,,12,,0,0,0,12,,65,14,46,20,12,5,,17,32,20,12,,2,,1,,,0,11,14
File,"KeyboardRowTest.java",7,0,7,0,1,,,,,1,0,1,2,,2,2,0,,,,2,,2,0,0,0,,33,9,24,15,9,0,,16,19,13,9,,1,,0,,,0,00,2
File,"LabeledPrice.java",9,0,9,0,3,,,,,1,0,2,1,,1,1,2,,,,1,,0,0,0,1,,52,4,39,31,6,10,,19,23,19,4,,3,,1,,,0,26,3
File,"LeaveChat.java",5,0,5,0,1,,,,,2,0,2,4,,4,4,1,,,,4,,0,0,0,4,,62,9,48,35,8,6,,21,28,22,6,,2,,1,,,0,13,5
File,"Locality.java",0,0,0,0,0,,,,,1,0,0,2,,0,2,3,,,,2,,0,0,0,2,,23,1,6,5,0,16,,1,2,2,0,,0,,0,,,2,67,0
File,"Location.java",0,0,0,0,0,,,,,1,0,6,0,,0,0,6,,,,0,,0,0,0,0,,71,4,38,37,6,29,,22,23,23,0,,0,,0,,,0,76,0
File,"LogOut.java",4,0,4,0,1,,,,,1,0,1,1,,1,1,0,,,,1,,0,0,0,1,,33,3,21,18,2,9,,10,12,11,1,,1,,0,,,0,43,1
File,"LoginUrl.java",6,0,6,0,2,,,,,1,0,4,1,,1,1,4,,,,1,,0,0,0,1,,69,4,44,39,6,24,,23,26,24,2,,2,,1,,,0,55,2
File,"LongPollingBot.java",7,0,3,4,1,,,,,1,0,0,2,,5,5,0,,,,5,,5,0,0,0,,46,7,14,10,1,25,,8,11,10,1,,1,,0,,,1,79,2
File,"ManCommand.java",8,0,6,2,1,,,,,1,0,0,3,,3,3,1,,,,3,,0,0,0,3,,41,7,22,10,9,12,,10,15,8,8,,2,,1,,,0,55,4
File,"MapDBContext.java",9,0,8,1,2,,,,,2,2,1,22,,22,16,2,,,,18,,0,3,0,15,,221,28,171,69,95,22,,79,114,53,71,,5,,1,,,0,13,38
File,"MapDBContextTest.java",11,1,9,0,1,,,,,1,0,3,11,,11,10,1,,,,10,,10,0,0,0,,159,31,124,73,73,4,,92,103,63,64,,1,,0,,,0,03,11
File,"MapDBVar.java",5,0,5,0,1,,,,,1,0,0,6,,6,6,1,,,,6,,0,0,0,6,,49,9,35,18,11,5,,14,23,13,10,,3,,1,,,0,14,8
File,"MaskPosition.java",15,0,15,0,5,,,,,1,0,4,1,,1,1,4,,,,1,,0,0,0,1,,76,4,55,41,12,17,,26,32,24,8,,5,,1,,,0,31,5
File,"MemberStatus.java",0,0,0,0,0,,,,,1,0,5,0,,0,0,0,,,,0,,0,0,0,0,,14,1,8,7,5,5,,6,7,7,0,,0,,0,,,0,63,0
File,"MenuButton.java",4,1,3,0,1,,,,,1,0,1,1,,2,2,0,,,,2,,0,0,0,2,,45,5,25,23,1,15,,12,14,14,0,,1,,0,,,0,60,1
File,"MenuButtonCommands.java",4,0,4,0,1,,,,,1,0,1,2,,2,2,0,,,,2,,0,0,0,2,,32,4,22,17,3,7,,7,10,8,2,,1,,0,,,0,32,2
File,"MenuButtonDefault.java",4,0,4,0,1,,,,,1,0,1,2,,2,2,0,,,,2,,0,0,0,2,,32,4,22,17,3,7,,7,10,8,2,,1,,0,,,0,32,2
